기술검토번호,요청일,영업담당자,제품그룹,Location,고객사,Enduser,담당자
ME18-345,2018-06-22 10:26,정영화,Other STAP,국내,SK에너지 주식회사 울산 CLX,SK에너지 주식회사 울산 CLX,이영훈
ME18-344,2018-06-21 14:58,남철규,PNEL Controls,국내,주식회사 한신비텍,(No_Tax)삼성전자(주) 기흥사업장,김영민
ME18-343,2018-06-21 10:29,양윤정,SI Humidifiers,국내,(주)삼화에이스,삼성바이오로직스 주식회사,최길원
ME18-342,2018-06-21 7:54,신의철,Condensate Pumps,국내,기아(주)화성,기아(주)화성,이영훈
ME18-341,2018-06-20 13:55,장철민(산업3),Ancilaries,국내,주식회사라이온엔지니어링,주식회사라이온엔지니어링,이영훈
ME18-340,2018-06-20 11:46,김형욱,PNEL Controls,국내,(주)에스아이티,한화솔루션(진천),유명훈
ME18-339,2018-06-20 9:41,박기철,Ancilaries,수출,제일이엔에스(주)화성공장,제일이엔에스(주)화성공장,이영훈
ME18-338,2018-06-18 18:41,엄주석(산업3),Ancilaries,국내,롯데건설(주),(No_Tax)롯데케미칼(주)여수1공장,이영훈
ME18-337,2018-06-18 18:34,엄주석(산업3),Steam Traps,국내,롯데건설(주),(No_Tax)롯데케미칼(주)여수2공장,이영훈
ME18-336,2018-06-18 18:28,엄주석(산업3),Condensate Pumps,국내,롯데건설(주),(No_Tax)롯데케미칼(주)여수2공장,이영훈
ME18-335,2018-06-18 16:20,윤창재,Ancilaries,국내,하이에어코리아(주),하이에어코리아(주),이영훈
ME18-334,2018-06-18 15:40,김형욱,Heat Exchanger Packages,국내,(No_Tax)SK이노베이션(주),(No_Tax)SK이노베이션(주),유명훈
ME18-333,2018-06-18 9:58,HSL(SGS),Water Treatment,국내,빙그레(주)김해공장,빙그레(주)김해공장,황규효(PC)
ME18-332,2018-06-15 11:49,KHP(서부),Ancilaries,국내,에이치디현대오일뱅크(주),에이치디현대오일뱅크(주),이자영
ME18-331,2018-06-14 14:28,최길원,SI Humidifiers,수출,SPIRAX SARCO CHINA,SPIRAX SARCO CHINA,최길원
ME18-330,2018-06-14 11:31,백성윤,Other STAP,수출,삼성이앤에이(주),PTT GC OXIRANE CO.LTD,이영훈
ME18-329,2018-06-14 10:30,MWL(서부),Sundry Products,국내,현대제철 당진공장,현대제철 당진공장,유명훈
ME18-328,2018-06-12 15:29,이정화,Steam Traps,국내,한솔이엠이주식회사 사용불가-> 30005538,한솔이엠이주식회사 사용불가-> 30005538,최길원
ME18-327,2018-06-12 15:13,이정화,,국내,에스지씨이앤씨 주식회사,에스지씨이앤씨 주식회사,권일태
ME18-326,2018-06-12 14:38,이자영,Steam Traps,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,이자영
ME18-325,2018-06-12 11:28,최가희,Pressure Controls,국내,중원공무엔지니어링(주),LG마그나,이자영
ME18-324,2018-06-12 10:42,DWC(인천),Heat Exchanger Packages,국내,SK인천석유화학(주),SK인천석유화학(주),권일태
ME18-323,2018-06-11 17:17,김금규,ABCO,국내,원광대학교병원,원광대학교병원,이건호
ME18-322,2018-06-11 15:42,김금규,Other STAP,국내,삼양화성(주)전주공장,삼양화성(주)전주공장,김영민
ME18-321,2018-06-11 8:24,윤창재,Other STAP,국내,현대중공업(주)-선박,현대중공업(주)-선박,이영훈
ME18-320,2018-06-08 16:10,GGP(호남),Water Treatment,국내,그린웍스주식회사,그린웍스주식회사,황규효(PC)
ME18-319,2018-06-08 10:24,김민곤,Ancilaries,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,이자영
ME18-318,2018-06-06 14:06,황수진,PNEL Controls,국내,(주)에스앤아이코퍼레이션,LG화학,유명훈
ME18-314,2018-06-05 11:36,EPE_김성욱,Ancilaries,국내,부산대학교병원,부산대학교병원,이자영
ME18-313,2018-06-05 8:54,OKJ,Heat Exchanger Packages,국내,우원M&E,우원M&E,유명훈
ME18-312,2018-06-04 14:34,윤창재,Other STAP,국내,(주)동화엔텍,(주)동화엔텍,이영훈
ME18-311,2018-06-04 8:17,황태현,Other STAP,국내,현대엔지니어링(주),에이치디현대케미칼주식회사,이영훈
ME18-310,2018-06-03 8:33,HSL(SGS),Water Treatment,국내,울산소각장,울산소각장,황규효(PC)
ME18-309,2018-06-01 16:56,오영근,Other STAP,국내,여천NCC(주)여수공장,여천NCC(주)여수공장,김영민
ME18-308,2018-05-31 16:47,HSE_김경복,Heat Exchanger Packages,국내,삼성생명공익재단삼성노블카운티,삼성생명공익재단삼성노블카운티,유명훈
ME18-307,2018-05-31 16:28,HSE_김경복,Heat Exchanger Packages,국내,삼성생명공익재단삼성노블카운티,삼성생명공익재단삼성노블카운티,유명훈
ME18-306,2018-05-31 11:17,양윤정,SI Humidifiers,국내,신성엔지니어링기술연구소,녹십자오창공장,최길원
ME18-305,2018-05-31 10:08,KHP(서부),HEAT Exchangers,국내,한화토탈에너지스 주식회사,한화토탈에너지스 주식회사,김영민
ME18-304,2018-05-30 19:33,권순범,SI Humidifiers,국내,백산테크(주),현대자동차㈜울산공장,최길원
ME18-303,2018-05-30 9:32,이지연,Sundry Products,국내,포스코건설,엘시티,이자영
ME18-302,2018-05-29 19:56,WYJ(대구),Metering,국내,(주)피엔티,(주)피엔티,유명훈
ME18-300,2018-05-28 17:04,KHA(경남),Condensate Pumps,국내,(No_Tax)엘지전자(주)창원２공장,(No_Tax)엘지전자(주)창원２공장,이영훈
ME18-299,2018-05-28 16:08,EPE_김성욱,Other STAP,국내,(주)엠에스씨 (M.S.C),(주)엠에스씨 (M.S.C),김영민
ME18-298,2018-05-28 13:32,GGP(호남),Water Treatment,국내,창해에탄올주식회사,창해에탄올주식회사,황규효(PC)
ME18-297,2018-05-28 10:55,황수진,Steam Traps,수출,삼성이앤에이(주),PTT GC OXIRANE CO.LTD,이영훈
ME18-296,2018-05-26 16:09,한상영,ABCO,국내,주식회사포스코,주식회사포스코,김영민
ME18-294,2018-05-25 20:18,황수진,Steam Traps,수출,현대엔지니어링(주),OLTIN YOL GTL,김영민
ME18-293,2018-05-25 14:02,DWC(인천),PNEL Controls,국내,동일플랜트 주식회사,주식회사 천일에너지,유명훈
ME18-291,2018-05-24 9:27,SYL(울산),PNEL Controls,국내,롯데케미칼 주식회사,(No_Tax)롯데케미칼 주식회사 울산1공장,유명훈
ME18-290,2018-05-23 20:33,이후원(DO_G),Ancilaries,수출,에스케이에코플랜트(주),PTT (태국),이영훈
ME18-289,2018-05-23 18:17,엄주석(산업3),Steam Traps,국내,롯데건설(주),(No_Tax)롯데케미칼(주)여수1공장,이자영
ME18-288,2018-05-23 16:12,백성윤,Steam Traps,수출,삼성이앤에이(주),삼성이앤에이(주),이영훈
ME18-287,2018-05-23 11:08,이자영,SI Humidifiers,수출,SPIRAX SARCO CHINA,SPIRAX SARCO CHINA,최길원
ME18-286,2018-05-21 16:57,김승우,SI Humidifiers,국내,중원엔지니어링주식회사,SK하이닉스(청주),최길원
ME18-285,2018-05-18 13:42,김기영,PNEL Controls,국내,하나이앤지(주),(No_Tax)삼성전자(주)천안공장,유명훈
ME18-284,2018-05-18 11:36,황수진,Other STAP,국내,대림산업(주)엔지니어링사업(사용불가->30002072),S-OIL(주)온산공장,이영훈
ME18-282,2018-05-17 9:56,김금규,Heat Exchanger Packages,국내,(주)하림,(주)하림,이건호
ME18-281,2018-05-17 10:02,양윤정,SI Humidifiers,국내,(주)에스앤에이치이엔지,엘시티,최길원
ME18-280,2018-05-16 17:43,조희현,Other STAP,국내,포스코건설,엘시티,이자영
ME18-279,2018-05-16 14:53,김형욱,Condensate Pumps,국내,에스지씨이앤씨 주식회사,에스지씨이앤씨 주식회사,이영훈
ME18-278,2018-05-15 17:03,이후원(DO_G),Other STAP,수출,SPIRAX UAE,SPIRAX UAE,이영훈
ME18-277,2018-05-15 16:29,김민곤,Other STAP,국내,에이치디현대오일뱅크(주),에이치디현대오일뱅크(주),이자영
ME18-276,2018-05-15 13:31,서자영,PNEL Controls,수출,SPIRAX SARCO CHINA,SPIRAX SARCO CHINA,유명훈
ME18-275,2018-05-15 11:14,윤창재,Other STAP,국내,바르질라코리아 (주),바르질라코리아 (주),이영훈
ME18-274,2018-05-14 11:48,임현섭,PNEL Controls,국내,정석엔지니어링,정석엔지니어링,유명훈
ME18-273,2018-05-14 10:37,서재일,Heat Exchanger Packages,국내,(주)정도,(주)정도,유명훈
ME18-272,2018-05-14 10:36,양윤정,Condensate Pumps,국내,(주)귀뚜라미범양냉방,한화솔루션(주)여수,유명훈
ME18-271,2018-05-14 9:53,이자영,Other STAP,수출,SPIRAX SARCO TAIWAN,SPIRAX SARCO TAIWAN,이자영
ME18-270,2018-05-14 9:20,전대수,Ancilaries,국내,주식회사 제이아이테크,금호미쓰이화학(주),이자영
ME18-269,2018-05-11 17:19,장철민(산업3),Condensate Pumps,수출,ＳＫ건설(주)음성공장,ＳＫ건설(주)음성공장,이건호
ME18-268,2018-05-10 14:22,황태현,Other STAP,수출,도요엔지니어링코리아(주),PT 페트라(Patra) SK,이영훈
ME18-267,2018-05-10 10:41,HGN_정세훈,Steam Traps,수출,농심엔지니어링(주),농심(미국),이자영
ME18-266,2018-05-10 10:03,엄주석(산업3),Pressure Controls,국내,(주)티에스케이엔지니어링,(주)티에스케이엔지니어링,이자영
ME18-264,2018-05-09 16:41,오영근,Other STAP,국내,지에스칼텍스(주)여수,지에스칼텍스(주)여수,이자영
ME18-263,2018-05-09 10:54,양윤정,SI Humidifiers,국내,(주)에이티이엔지,(주)셀트리온제약,최길원
ME18-262,2018-05-08 10:45,최길원,SI Humidifiers,수출,SPIRAX SARCO CHINA,SPIRAX SARCO CHINA,최길원
ME18-261,2018-05-08 9:53,HSL(SGS),Water Treatment,국내,에이치디씨현대이피 주식회사,에이치디씨현대이피 주식회사,황규효(PC)
ME18-260,2018-05-08 10:01,윤창재,Sundry Products,국내,현대중공업(주)-선박,현대중공업(주)-선박,이자영
ME18-259,2018-05-04 16:56,양윤정,SI Humidifiers,국내,(주)다람이엔지,삼성전기(주)부산공장,최길원
ME18-258,2018-05-04 10:09,이정화,Pressure Controls,국내,(주)삼안,(주)삼안,이영훈
ME18-257,2018-05-04 9:21,이정화,Desuperheater & TVR,국내,(주)한화건설,(주)한화건설,김영민
ME18-256,2018-05-03 16:16,오영근,Heat Exchanger Packages,국내,여천NCC(주)여수공장,여천NCC(주)여수공장,이건호
ME18-255,2018-05-03 8:55,김민곤,Ancilaries,국내,에이치디현대오일뱅크(주),에이치디현대오일뱅크(주),최길원
ME18-254,2018-05-02 16:41,김형욱,Heat Exchanger Packages,국내,에스지씨이앤씨 주식회사,파리크라상 제1공장(성남),유명훈
ME18-253,2018-05-02 9:36,권순범,PNEL Controls,국내,현대자동차㈜울산공장,현대자동차㈜울산공장,유명훈
ME18-252,2018-04-30 16:19,OSK(인천),ABCO,국내,씨제이(주)인천２공장 - 사욤불가->30012738,씨제이(주)인천２공장 - 사욤불가->30012738,최길원
ME18-251,2018-04-30 15:02,이정화,Other STAP,국내,(주)KG 엔지니어링,(주)KG 엔지니어링,이영훈
ME18-250,2018-04-30 14:49,HSL(SGS),Water Treatment,국내,국도화학(주) 부산,국도화학(주) 부산,황규효(PC)
ME18-249,2018-04-27 14:04,BCH(HVAC),Pressure Controls,국내,(주)우노건설,동탄 SK V1 CENTER,유명훈
ME18-248,2018-04-26 18:35,김원근,Condensate Pumps,국내,태광산업(주)석유화학１공장,태광산업(주)석유화학１공장,이자영
ME18-247,2018-04-26 11:06,JTK(산업1),ABCO,국내,삼성이앤에이(주),한미약품(주)ＧＭＰ평택,김영민
ME18-246,2018-04-26 8:32,임현섭,Steam Traps,국내,(주)셀트리온,(주)셀트리온,김영민
ME18-245,2018-04-25 17:08,THK(설계),Clean & Pure Steam Generators,국내,융도엔지니어링,세종충남대병원,이건호
ME18-244,2018-04-25 16:20,김금규,Heat Exchanger Packages,국내,원광대학교병원,원광대학교병원,유명훈
ME18-243,2018-04-25 16:11,김금규,Heat Exchanger Packages,국내,(주)하림,(주)하림,유명훈
ME18-242,2018-04-25 14:46,양윤정,SI Humidifiers,국내,(주)삼화에이스,삼성전기(주)부산공장,최길원
ME18-241,2018-04-25 9:46,EMS_이윤희,Other STAP,국내,해태에이치티비(주)익산공장,해태에이치티비(주)익산공장,김영민
ME18-240,2018-04-24 16:16,EPE_김성욱,Other STAP,국내,넥센타이어(주),넥센타이어(주),김영민
ME18-239,2018-04-24 15:02,양윤정,SI Humidifiers,국내,청남공조(주),보령제약,최길원
ME18-238,2018-04-24 11:02,박성일,Ancilaries,국내,한라산업개발(주)창원지점,창원소각장,유명훈
ME18-237,2018-04-24 10:41,SWP,Pressure Controls,국내,에스지씨이앤씨 주식회사,폴루스화성GMP공장,권일태
ME18-236,2018-04-24 10:19,박성일,Other STAP,국내,(주)유정배관,(주)유정배관,유명훈
ME18-235,2018-04-24 8:28,KHA(경남),ABCO,국내,넥센타이어(주) 창녕공장,넥센타이어(주) 창녕공장,김영민
ME18-234,2018-04-23 15:16,이정화,Clean & Pure Steam Generators,국내,에이치엘비생명과학(주),에이치엘비생명과학(주),이건호
ME18-233,2018-04-23 15:12,이후원(DO_G),Condensate Pumps,국내,지에스건설(주),(No_Tax)(주)엘지화학 대산공장,이영훈
ME18-232,2018-04-23 14:57,OSK(인천),Condensate Pumps,국내,씨제이(주)인천２공장 - 사욤불가->30012738,씨제이(주)인천２공장 - 사욤불가->30012738,이영훈
ME18-231,2018-04-20 15:45,CML,Clean & Pure Steam Generators,국내,을지병원,을지병원,권일태
ME18-230,2018-04-20 15:40,CML,Water Treatment,국내,을지병원,을지병원,황규효(PC)
ME18-229,2018-04-20 15:21,양윤정,SI Humidifiers,국내,(주)다람이엔지,삼성전기(주)부산공장,최길원
ME18-228,2018-04-20 8:54,GGP(호남),Water Treatment,국내,우일수산(주),우일수산(주),황규효(PC)
ME18-227,2018-04-20 8:47,GGP(호남),Water Treatment,국내,주식회사한솔케미칼전주공장,주식회사한솔케미칼전주공장,황규효(PC)
ME18-226,2018-04-20 8:44,GGP(호남),Water Treatment,국내,주식회사 이엠에스엔지니어링,PLMEC,황규효(PC)
ME18-225,2018-04-19 20:50,HGN_정세훈,Steam Traps,국내,코엑스,코엑스,유명훈
ME18-224,2018-04-19 18:17,오영근,Ancilaries,국내,한화솔루션(주)여수,한화솔루션(주)여수,이자영
ME18-223,2018-04-19 17:03,오영근,Heat Exchanger Packages,국내,지에스칼텍스(주)여수,지에스칼텍스(주)여수,유명훈
ME18-222,2018-04-19 11:49,윤창재,Other STAP,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이영훈
ME18-221,2018-04-19 10:45,이정화,Other STAP,국내,(주)한텍,(주)한텍,이영훈
ME18-220,2018-04-16 13:47,윤창재,Other STAP,국내,한화오션 (주),한화오션 (주),이영훈
ME18-219,2018-04-16 11:29,엄주석(산업3),Steam Traps,국내,(주)티에스케이엔지니어링,(주)티에스케이엔지니어링,이영훈
ME18-218,2018-04-15 20:03,OSK(인천),Steam Traps,국내,주식회사 에이티에너지,주식회사 에이티에너지,유명훈
ME18-217,2018-04-15 17:49,HSY(중부),Water Treatment,국내,케이지스틸 인천공장,케이지스틸 인천공장,황규효(PC)
ME18-216,2018-04-15 15:19,DWC(인천),Steam Traps,국내,한솔이엠이주식회사 사용불가-> 30005538,(주)SUN&L,최길원
ME18-215,2018-04-13 17:29,박기철,Other STAP,국내,일신가스텍,일신가스텍,유명훈
ME18-214,2018-04-13 11:30,양윤정,SI Humidifiers,국내,(주)삼화에이스,삼성전기(주)부산공장,최길원
ME18-213,2018-04-12 11:05,김형욱,PAV & Monnier,국내,에이치엔씨시스템(주),엘지전자 MC 연구소,이영훈
ME18-212,2018-04-12 8:27,오영근,Ancilaries,국내,지에스칼텍스(주)여수,지에스칼텍스(주)여수,최길원
ME18-211,2018-04-11 18:10,전대수,HEAT Exchangers,국내,정엔지니어링(주),(No_Tax)(주)엘지화학 (화치동),유명훈
ME18-210,2018-04-11 17:28,PWP(산업2),Other STAP,국내,(주)보경이엔지,"리뉴에너지새한 주식회사(renewenergy Saehan Co.,Ltd)",김영민
ME18-209,2018-04-11 17:35,서재일,Pressure Controls,국내,(주)대우건설,(주)대우건설,최길원
ME18-208,2018-04-11 17:10,HSY(중부),Water Treatment,국내,한국가스공사인천기지본부,한국가스공사인천기지본부,황규효(PC)
ME18-207,2018-04-11 9:46,남철규,Pressure Controls,국내,(주)정도,롯데월드타워,이영훈
ME18-206,2018-04-11 9:03,박기철,Steam Traps,국내,(주)티에스케이엔지니어링,(주)티에스케이엔지니어링,이영훈
ME18-205,2018-04-10 17:35,김규현,SI Humidifiers,국내,(주)유한엔지니어링,분당서울대학교병원 헬스케어혁신파크,최길원
ME18-204,2018-04-10 10:59,김규현,SI Humidifiers,국내,(주)다람이엔지,삼성전기(주)부산공장,최길원
ME18-203,2018-04-10 10:41,SWP,Pressure Controls,국내,삼성이앤에이(주),삼성바이오로직스 주식회사,이영훈
ME18-202,2018-04-09 11:42,GHK(지원),Condensate Pumps,국내,거래처미상 ( INS 전용),EGKR GLASS(파주) 사용불가-> 30111855,이건호
ME18-201,2018-04-09 11:16,이정화,Steam Traps,국내,신한열기(주),신한열기(주),이영훈
ME18-200,2018-04-06 16:53,윤창재,Other STAP,국내,하이에어코리아(주),하이에어코리아(주),김영민
ME18-199,2018-04-06 13:59,윤창재,Steam Traps,국내,한화오션 (주),한화오션 (주),이영훈
ME18-198,2018-04-06 13:19,윤창재,Steam Traps,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,이영훈
ME18-197,2018-04-05 9:53,김원근,Heat Exchanger Packages,국내,태광산업(주) 석유화학3,태광산업(주) 석유화학3,유명훈
ME18-196,2018-04-04 15:25,황태현,Other STAP,수출,현대엔지니어링(주),현대엔지니어링(주),이영훈
ME18-195,2018-04-03 11:09,EPE_정진영,Pressure Controls,국내,이플러스엔지니어링 주식회사,(주)환승이엔지,이영훈
ME18-194,2018-04-02 15:34,MWL(서부),Steam Traps,국내,현대제철 당진공장,현대제철 당진공장,이영훈
ME18-193,2018-04-02 10:04,임병섭(전주),Other STAP,국내,도레이첨단소재(주)군산공장,도레이첨단소재(주)군산공장,최길원
ME18-192,2018-03-30 14:01,EPE_정진영,Other STAP,국내,이플러스엔지니어링 주식회사,엔피에스(주),이영훈
ME18-191,2018-03-30 9:54,EPE_정진영,Steam Traps,국내,이플러스엔지니어링 주식회사,삼성전기(주)부산공장,이영훈
ME18-190,2018-03-29 16:28,EPE_정진영,Steam Traps,국내,이플러스엔지니어링 주식회사,삼성전기(주)부산공장,이영훈
ME18-189,2018-03-29 14:34,CDS(여수),Desuperheater & TVR,국내,(No_Tax)(주)엘지화학 (적량동),(No_Tax)(주)엘지화학 (적량동),이건호
ME18-188,2018-03-29 13:50,이후원(DO_G),Condensate Pumps,국내,지에스건설(주),(No_Tax)(주)엘지화학 (월내동),김영민
ME18-187,2018-03-29 11:57,구태원,ABCO,국내,길ENG,LG전자 가산동,이건호
ME18-186,2018-03-29 8:52,HSL(SGS),Water Treatment,국내,동아타이어공업(주),동아타이어공업(주),황규효(PC)
ME18-185,2018-03-29 8:37,신의철,Other STAP,국내,주식회사에스아이테크,한국가스공사,이영훈
ME18-184,2018-03-27 17:42,이정화,Other STAP,국내,에스케이에코플랜트(주),에스케이에코플랜트(주),이영훈
ME18-183,2018-03-27 9:51,이정화,Condensate Pumps,국내,(주)귀뚜라미범양냉방,(주)귀뚜라미범양냉방,이자영
ME18-182,2018-03-27 8:13,HSL(SGS),Water Treatment,국내,기장군 국민체육센터,기장군 국민체육센터,황규효(PC)
ME18-181,2018-03-26 15:15,이후원(DO_G),Other STAP,국내,지에스건설(주),(No_Tax)(주)엘지화학 (월내동),이자영
ME18-180,2018-03-26 9:13,EPE_정진영,Steam Traps,국내,이플러스엔지니어링 주식회사,엔피에스(주),이영훈
ME18-179,2018-03-21 20:58,KYP(일반산업),Water Treatment,국내,서울우유협동조합,서울우유협동조합,황규효(PC)
ME18-178,2018-03-21 10:09,김원근,PNEL Controls,국내,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,유명훈
ME18-177,2018-03-19 22:15,한상영,Clean & Pure Steam Generators,국내,한화임팩트(주),한화임팩트(주),이건호
ME18-176,2018-03-19 16:13,이후원(DO_G),Desuperheater & TVR,수출,(주)대우건설,(주)대우건설,김영민
ME18-175,2018-03-19 10:48,이정화,Other STAP,국내,에스케이에코플랜트(주),에스케이에코플랜트(주),이자영
ME18-174,2018-03-16 18:25,황수진,Steam Traps,국내,대림산업(주)엔지니어링사업(사용불가->30002072),(No_Tax)롯데케미칼(주)여수1공장,이자영
ME18-173,2018-03-15 13:13,HSE_이재현,PNEL Controls,국내,삼성전자(주),삼성전자(주),유명훈
ME18-172,2018-03-14 21:39,HSE_이재현,Other STAP,국내,삼성전자(주),삼성전자(주),이건호
ME18-171,2018-03-14 17:35,엄주석(산업3),Condensate Pumps,국내,에쓰씨엔지니어링(주),도레이비에스에프코팅한국 유한회사,이영훈
ME18-170,2018-03-14 17:30,엄주석(산업3),Steam Traps,국내,(주)거산피앤에프,에쓰씨엔지니어링(주),이영훈
ME18-169,2018-03-14 16:50,이후원(DO_G),Other STAP,수출,SPIRAX UAE,마덴 (MAADEN),이영훈
ME18-168,2018-03-14 16:50,정영화,PNEL Controls,국내,(주)야정,(No_Tax)한국솔베이(주)온산,이영훈
ME18-167,2018-03-14 9:50,이정화,Pressure Controls,국내,주식회사 일신기업,주식회사 일신기업,이영훈
ME18-166,2018-03-13 20:08,DNJ(울산),Steam Traps,국내,(No_Tax)에스케이케미칼(주),(No_Tax)에스케이케미칼(주),최길원
ME18-165,2018-03-13 17:50,이후원(DO_G),Steam Traps,수출,SPIRAX UAE,아부다비정유 (Takreer),이영훈
ME18-164,2018-03-13 13:39,황수진,Steam Traps,국내,(주)한화건설,한화토탈에너지스 주식회사,유명훈
ME18-162,2018-03-13 10:04,정영화,Heat Exchanger Packages,국내,롯데케미칼 주식회사,(No_Tax)롯데케미칼 주식회사 울산1공장,이건호
ME18-161,2018-03-13 9:24,김원근,Steam Traps,수출,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,이영훈
ME18-160,2018-03-12 17:35,양종헌,Water Treatment,국내,건화MEC,건화MEC,황규효(PC)
ME18-159,2018-03-12 9:29,KHA(경남),Metering,국내,한국필립모리스 주식회사,한국필립모리스 주식회사,이영훈
ME18-158,2018-03-09 17:29,MJK_김언규,PNEL Controls,국내,주식회사포스코,주식회사포스코,유명훈
ME18-157,2018-03-09 15:27,이정화,Other STAP,국내,(주)한양인더스트리,(주)한양인더스트리,이자영
ME18-156,2018-03-09 15:28,오영근,PNEL Controls,국내,여천NCC(주)여수공장,여천NCC(주)여수공장,이자영
ME18-155,2018-03-09 10:40,PWP(산업2),Other STAP,국내,(주) 우신비엔피,거래처미상 ( INS 전용),이건호
ME18-154,2018-03-09 10:23,JTK(산업1),Condensate Pumps,국내,주식회사 하림산업 함열식품공장,주식회사 하림산업 함열식품공장,유명훈
ME18-153,2018-03-09 9:58,EMS_이윤희,Other STAP,국내,LX하우시스 청주공장,LX하우시스 청주공장,이영훈
ME18-152,2018-03-08 16:31,임현섭,Pressure Controls,국내,지에스네오텍(주),LG마그나,이자영
ME18-151,2018-03-08 13:08,임현섭,Other STAP,수출,(주)지피티,SPIRAX UAE,최길원
ME18-150,2018-03-08 9:22,엄주석(산업3),Other STAP,국내,(주)플로원,롯데케미칼(주)여수3공장,이영훈
ME18-149,2018-03-07 16:51,EPE_정진영,Other STAP,국내,이플러스엔지니어링 주식회사,한일후지코리아(주),이자영
ME18-148,2018-03-07 16:49,오영근,Other STAP,국내,한국바스프(주),한국바스프(주),이자영
ME18-147,2018-03-07 10:51,YJW,Water Treatment,국내,(No_Tax)삼양식품(주)원주공장,(No_Tax)삼양식품(주)원주공장,황규효(PC)
ME18-146,2018-03-07 10:19,엄주석(산업3),Other STAP,국내,롯데건설(주),롯데케미칼(주)여수3공장,이영훈
ME18-145,2018-03-07 9:43,임현섭,Pressure Controls,국내,인천환경공단 송도사업소,인천환경공단 송도사업소,이자영
ME18-143,2018-03-06 21:16,황수진,Ancilaries,국내,현대건설(주),에이치디현대오일뱅크(주),이영훈
ME18-142,2018-03-06 11:27,황수진,Steam Traps,수출,(No_Tax)삼성물산(주)건설(태평로),SONELGAZ SPE,최길원
ME18-141,2018-03-06 11:06,최가희,Other STAP,국내,한솔이엠이주식회사 사용불가-> 30005538,(주)SUN&L,이영훈
ME18-140,2018-03-06 9:26,OSK(인천),Steam Traps,국내,GS 칼텍스 윤활유공장,GS 칼텍스 윤활유공장,유명훈
ME18-139,2018-03-05 20:32,DNJ(울산),Steam Traps,국내,(No_Tax)에스케이케미칼(주),(No_Tax)에스케이케미칼(주),유명훈
ME18-138,2018-03-05 19:51,DWC(인천),Other STAP,국내,한솔이엠이주식회사 사용불가-> 30005538,(주)SUN&L,이영훈
ME18-137,2018-03-05 15:57,이후원(DO_G),Steam Traps,수출,지에스건설(주),ADCO,이영훈
ME18-136,2018-03-05 15:58,JTK(산업1),Ancilaries,국내,에스지씨이앤씨 주식회사,롯데케미칼(주)여수3공장,이자영
ME18-135,2018-03-05 13:55,HSE_김경복,Other STAP,국내,(주)뉴파워프라즈마,(주)뉴파워프라즈마,이영훈
ME18-134,2018-03-05 11:38,JTK(산업1),Pressure Controls,국내,삼성이앤에이(주),한미약품(주)ＧＭＰ평택,이영훈
ME18-133,2018-03-05 10:02,이윤석,Clean & Pure Steam Generators,국내,주식회사 제일에너지,주식회사 제일에너지,권일태
ME18-132,2018-03-02 19:50,황수진,Ancilaries,국내,페트로켐코리아주식회사,어프로티움 주식회사(APPROTIUM),이영훈
ME18-131,2018-03-02 19:23,이윤석,Other STAP,국내,(주)청호엔지니어링,도레이배터리세퍼레이터필름 한국유한회사,이영훈
ME18-130,2018-02-28 18:57,SYL(울산),,국내,(No_Tax)롯데케미칼 주식회사 울산1공장,(No_Tax)롯데케미칼 주식회사 울산1공장,권일태
ME18-129,2018-02-28 18:05,윤창재,Other STAP,국내,(주)동화엔텍,(주)동화엔텍,이영훈
ME18-128,2018-02-28 14:10,이정화,Other STAP,국내,롯데건설(주),롯데건설(주),이영훈
ME18-127,2018-02-26 19:48,임병섭(전주),PNEL Controls,국내,삼양이노켐,삼양이노켐,유명훈
ME18-126,2018-02-26 19:40,임병섭(전주),PNEL Controls,국내,삼양이노켐,삼양이노켐,유명훈
ME18-125,2018-02-26 11:45,박성일,Ancilaries,국내,(No_Tax)창원에너텍(주),(No_Tax)창원에너텍(주),최길원
ME18-124,2018-02-26 10:22,임현섭,Steam Traps,국내,두산산업차량,두산산업차량,이자영
ME18-123,2018-02-26 10:12,오영근,Other STAP,국내,지에스칼텍스(주)여수,지에스칼텍스(주)여수,이자영
ME18-122,2018-02-23 15:41,HSL(SGS),Water Treatment,국내,주식회사포스코,주식회사포스코,황규효(PC)
ME18-121,2018-02-22 14:06,임현섭,PNEL Controls,국내,(주)삼양사 인천1공장,(주)삼양사 인천1공장,유명훈
ME18-120,2018-02-22 14:04,임현섭,PNEL Controls,국내,(주)삼양사 인천1공장,(주)삼양사 인천1공장,유명훈
ME18-119,2018-02-22 14:02,임현섭,Desuperheater & TVR,국내,(주)삼양사 인천1공장,(주)삼양사 인천1공장,이건호
ME18-118,2018-02-22 13:56,임현섭,PNEL Controls,국내,(주)삼양사 인천1공장,(주)삼양사 인천1공장,유명훈
ME18-117,2018-02-22 13:39,SWP,Pressure Controls,국내,삼성이앤에이(주),삼성바이오로직스 주식회사,이영훈
